Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
39,0.4275 $\pm$ 0.0,-0.0096 $\pm$ 0.0637,0.0161 $\pm$ 0.0566,0.0117 $\pm$ 0.0739,1.0 $\pm$ 0.0
40,0.417 $\pm$ 0.0,0.0254 $\pm$ 0.0502,0.0223 $\pm$ 0.036,0.0266 $\pm$ 0.0615,0.4988 $\pm$ 0.0
41,0.7138 $\pm$ 0.0,0.1543 $\pm$ 0.0559,0.1323 $\pm$ 0.0517,0.1385 $\pm$ 0.0496,1.0 $\pm$ 0.0
42,0.7138 $\pm$ 0.0,0.1543 $\pm$ 0.0559,0.1323 $\pm$ 0.0517,0.1385 $\pm$ 0.0496,1.0 $\pm$ 0.0
43,1.4275 $\pm$ 0.0,0.3086 $\pm$ 0.1118,0.2647 $\pm$ 0.1034,0.277 $\pm$ 0.0992,2.0 $\pm$ 0.0
44,1.7188 $\pm$ 0.0,0.2509 $\pm$ 0.1517,0.2217 $\pm$ 0.138,0.2362 $\pm$ 0.1665,2.6111 $\pm$ 0.0
45,0.7138 $\pm$ 0.0,0.177 $\pm$ 0.0604,0.1464 $\pm$ 0.0537,0.1492 $\pm$ 0.0513,1.0 $\pm$ 0.0
46,0.7138 $\pm$ 0.0,0.1355 $\pm$ 0.0538,0.1183 $\pm$ 0.0508,0.128 $\pm$ 0.0492,1.0 $\pm$ 0.0
47,-2.064 $\pm$ 0.0,-0.9757 $\pm$ 0.2965,-0.8007 $\pm$ 0.227,-0.798 $\pm$ 0.2539,-1.7778 $\pm$ 0.0
48,0.5898 $\pm$ 0.0,0.1061 $\pm$ 0.0591,0.0874 $\pm$ 0.0536,0.0855 $\pm$ 0.0546,1.0 $\pm$ 0.0
49,0.7949 $\pm$ 0.0,0.2056 $\pm$ 0.058,0.1644 $\pm$ 0.0554,0.1724 $\pm$ 0.0537,1.0 $\pm$ 0.0
50,0.2574 $\pm$ 0.0,0.059 $\pm$ 0.0157,0.0433 $\pm$ 0.0162,0.0482 $\pm$ 0.0167,0.3199 $\pm$ 0.0
51,6.5097 $\pm$ 0.0,1.1239 $\pm$ 0.7726,1.0998 $\pm$ 0.6156,1.1216 $\pm$ 0.801,16.0 $\pm$ 0.0
52,0.5023 $\pm$ 0.0,0.103 $\pm$ 0.0416,0.0909 $\pm$ 0.0348,0.0902 $\pm$ 0.0378,0.7071 $\pm$ 0.0
53,0.1772 $\pm$ 0.0,0.0404 $\pm$ 0.0136,0.0339 $\pm$ 0.0118,0.0346 $\pm$ 0.0119,0.2425 $\pm$ 0.0
54,0.5898 $\pm$ 0.0,0.0873 $\pm$ 0.0504,0.0801 $\pm$ 0.0478,0.0808 $\pm$ 0.0523,1.0 $\pm$ 0.0
55,0.823 $\pm$ 0.0,0.1045 $\pm$ 0.0761,0.0923 $\pm$ 0.0643,0.0929 $\pm$ 0.0853,1.0 $\pm$ 0.0
56,6.0 $\pm$ 0.0,1.0053 $\pm$ 0.5588,0.8578 $\pm$ 0.4872,1.0054 $\pm$ 0.6375,16000000000.0 $\pm$ 0.0
57,0.6245 $\pm$ 0.0,0.1228 $\pm$ 0.0491,0.1065 $\pm$ 0.0454,0.1118 $\pm$ 0.0465,1.0 $\pm$ 0.0
58,1.089 $\pm$ 0.0,0.16 $\pm$ 0.1078,0.1503 $\pm$ 0.0973,0.1574 $\pm$ 0.1162,76996071729.2018 $\pm$ 0.0
59,0.8136 $\pm$ 0.0,0.1594 $\pm$ 0.0893,0.2206 $\pm$ 0.1292,0.1597 $\pm$ 0.1182,1.0383 $\pm$ 0.0
60,0.6245 $\pm$ 0.0,0.1228 $\pm$ 0.0491,0.1065 $\pm$ 0.0454,0.1118 $\pm$ 0.0465,1.0 $\pm$ 0.0
61,0.8877 $\pm$ 0.0,0.1211 $\pm$ 0.0789,0.1051 $\pm$ 0.0691,0.1062 $\pm$ 0.0882,1.0 $\pm$ 0.0
63,0.628 $\pm$ 0.0,0.0673 $\pm$ 0.067,0.0618 $\pm$ 0.0521,0.0621 $\pm$ 0.0755,1.0 $\pm$ 0.0
64,1.4861 $\pm$ 0.0,0.2613 $\pm$ 0.169,0.251 $\pm$ 0.1513,0.2671 $\pm$ 0.1756,5888888888.8889 $\pm$ 0.0
65,0.5655 $\pm$ 0.0,0.1102 $\pm$ 0.0467,0.0984 $\pm$ 0.0436,0.1031 $\pm$ 0.0429,1.0 $\pm$ 0.0
66,0.12 $\pm$ 0.0,0.0198 $\pm$ 0.0111,0.0188 $\pm$ 0.0108,0.018 $\pm$ 0.0107,0.2127 $\pm$ 0.0
67,0.679 $\pm$ 0.0,0.1297 $\pm$ 0.0498,0.1053 $\pm$ 0.0527,0.1106 $\pm$ 0.0494,1.0 $\pm$ 0.0
68,0.6596 $\pm$ 0.0,0.1162 $\pm$ 0.0591,0.1084 $\pm$ 0.0605,0.101 $\pm$ 0.0546,0.8507 $\pm$ 0.0
69,0.4275 $\pm$ 0.0,0.0669 $\pm$ 0.0454,0.0655 $\pm$ 0.0417,0.0626 $\pm$ 0.0466,1.0 $\pm$ 0.0
70,0.1481 $\pm$ 0.0,0.0242 $\pm$ 0.0157,0.0245 $\pm$ 0.0157,0.0217 $\pm$ 0.0148,0.3681 $\pm$ 0.0
71,0.7788 $\pm$ 0.0,0.1705 $\pm$ 0.0565,0.1424 $\pm$ 0.053,0.1511 $\pm$ 0.0526,1.0 $\pm$ 0.0
72,0.5575 $\pm$ 0.0,0.0229 $\pm$ 0.0611,0.0363 $\pm$ 0.0542,0.037 $\pm$ 0.0742,1.0 $\pm$ 0.0
73,0.3364 $\pm$ 0.0,0.1064 $\pm$ 0.0435,0.0887 $\pm$ 0.0329,0.0972 $\pm$ 0.0299,0.1071 $\pm$ 0.0
74,3.1236 $\pm$ 0.0,0.3928 $\pm$ 0.2382,0.3375 $\pm$ 0.2124,0.3687 $\pm$ 0.2734,5.1184 $\pm$ 0.0
75,7.0599 $\pm$ 0.0,135487805.9692 $\pm$ 525299576.3358,0.9699 $\pm$ 0.5863,1.124 $\pm$ 0.798,54444444444.4444 $\pm$ 0.0
76,7.0599 $\pm$ 0.0,135487805.9692 $\pm$ 525299576.3358,0.9699 $\pm$ 0.5863,1.124 $\pm$ 0.798,54444444444.4444 $\pm$ 0.0
