Measurement,Base_to_1,Base_to_2,Base_to_4,Bast_to_8,Base_to_Base
61,0.3889 $\pm$ 0.0,0.4008 $\pm$ 0.0804,0.3726 $\pm$ 0.0898,0.5778 $\pm$ 0.1709,1.0 $\pm$ 0.0
63,0.2782 $\pm$ 0.0,0.3788 $\pm$ 0.0644,0.3582 $\pm$ 0.0791,0.5603 $\pm$ 0.1821,1.0 $\pm$ 0.0
64,0.2241 $\pm$ 0.0,830756392.9395 $\pm$ 841374314.2687,1046798803.8583 $\pm$ 772568769.6716,2405794937.61 $\pm$ 2188925948.7789,7285714285.7143 $\pm$ 0.0
65,0.1435 $\pm$ 0.0,0.3449 $\pm$ 0.0578,0.3424 $\pm$ 0.0757,0.5302 $\pm$ 0.1953,1.0 $\pm$ 0.0
66,0.0189 $\pm$ 0.0,0.0543 $\pm$ 0.0114,0.0516 $\pm$ 0.015,0.083 $\pm$ 0.0475,0.2014 $\pm$ 0.0
67,0.3529 $\pm$ 0.0,0.3733 $\pm$ 0.0668,0.3582 $\pm$ 0.0805,0.5611 $\pm$ 0.179,1.0 $\pm$ 0.0
68,0.1094 $\pm$ 0.0,0.247 $\pm$ 0.0539,0.229 $\pm$ 0.0631,0.3498 $\pm$ 0.1789,0.8056 $\pm$ 0.0
69,0.0589 $\pm$ 0.0,0.3281 $\pm$ 0.0547,0.3338 $\pm$ 0.0731,0.5159 $\pm$ 0.2047,1.0 $\pm$ 0.0
70,0.0056 $\pm$ 0.0,0.065 $\pm$ 0.0158,0.065 $\pm$ 0.0224,0.1091 $\pm$ 0.0782,0.3036 $\pm$ 0.0
71,0.3187 $\pm$ 0.0,0.3806 $\pm$ 0.07,0.3619 $\pm$ 0.0833,0.562 $\pm$ 0.1781,1.0 $\pm$ 0.0
72,0.1546 $\pm$ 0.0,0.3507 $\pm$ 0.0578,0.3465 $\pm$ 0.075,0.5398 $\pm$ 0.1916,1.0 $\pm$ 0.0
73,0.1457 $\pm$ 0.0,0.2508 $\pm$ 0.0865,0.161 $\pm$ 0.0805,0.1453 $\pm$ 0.0645,0.2351 $\pm$ 0.0
74,2.6103 $\pm$ 0.0,4.3441 $\pm$ 0.5793,4.6438 $\pm$ 0.8642,6.0842 $\pm$ 1.1301,8.4286 $\pm$ 0.0
75,2206896554.9864 $\pm$ 0.0,31718611064.329 $\pm$ 13355170024.3313,31581430706.4086 $\pm$ 15277928675.7948,47243440933.7727 $\pm$ 35222283791.3116,116000000000.0 $\pm$ 0.0
76,2206896554.9864 $\pm$ 0.0,31718611064.329 $\pm$ 13355170024.3313,31581430706.4086 $\pm$ 15277928675.7948,47243440933.7727 $\pm$ 35222283791.3116,116000000000.0 $\pm$ 0.0
